entity_type,entity_value,id_articles_nite,score
PER,Herman Edwards,133,0.9997
PER,Jim,134,0.9993
PER,"Grand Dad"" Nunnelly",134,0.9215
ORG,Kansas City Chiefs,134,0.9989
ORG,Miami Dolphins,134,0.9972
ORG,Kctv 5,134,0.956
PER,Paul Booker,134,0.9997
LOC,Bootheel,134,0.8468
ORG,Chiefs,134,0.9961
PER,Booker,134,0.9976
LOC,Kansas City,134,0.9931
PER,Booker,134,0.9982
ORG,Lincoln University,134,0.9851
LOC,Jefferson City,134,0.982
ORG,Capitol,134,0.7267
ORG,Lincoln,134,0.8874
PER,Charles Allen,134,0.9998
PER,Booker,134,0.9986
LOC,Kansas City,134,0.996
LOC,Kansas City Mo,134,0.7146
ORG,School District,134,0.8336
PER,Booker,134,0.9957
PER,Booker,134,0.998
PER,Booker,134,0.9972
ORG,Chiefs,134,0.9985
ORG,Chiefs,134,0.9987
PER,Herm Edwards,134,0.9982
ORG,Chiefs,134,0.9987
ORG,Chiefs,134,0.9985
LOC,Miami,134,0.903
PER,Booker,134,0.9989
PER,Huard,134,0.9994
PER,Trent Green,134,0.9995
PER,Jim,135,0.9997
PER,"Grand Dad"" Nunnelly",135,0.9453
ORG,Denver Broncos,135,0.9986
ORG,Kansas City Chiefs,135,0.9929
ORG,Kctv 5 Commentary,135,0.8838
MISC,Thanksgiving,135,0.8939
MISC,New Year'S Eve,135,0.9636
PER,Charles Allen,135,0.9998
PER,Beverly,135,0.9997
PER,Terry Strother,135,0.9994
PER,Jowan,135,0.9994
PER,Rondalyn Graham,135,0.9995
LOC,Los Angeles,135,0.9962
MISC,Nite,135,0.4573
MISC,Ers,135,0.508
PER,Ike,135,0.9997
PER,Lord Of Attention,135,0.9972
PER,Booker,135,0.9998
PER,Greenfield,135,0.9995
PER,Carl Clark,135,0.9998
PER,Ed West,135,0.9997
PER,Ollie Hubbard,135,0.9996
PER,Allen,135,0.9819
PER,Allen,135,0.988
PER,Allen,135,0.314
PER,Charles Allen,135,0.9998
PER,Trent Green,135,0.9996
ORG,Chiefs,135,0.9976
PER,Ike,135,0.9994
PER,Booker,135,0.9996
PER,Ollie,135,0.9994
ORG,Chiefs,135,0.9973
ORG,Denver,135,0.881
PER,Carl,135,0.9994
PER,Lloyd,135,0.9998
ORG,Chiefs,135,0.9974
PER,Willie Roaf,135,0.9998
PER,Allen,135,0.9995
PER,Robert,135,0.9998
ORG,K.C. Chiefs,136,0.8727
ORG,Buffalo Bills,136,0.9982
LOC,Rich Stadium,136,0.9715
ORG,Nbc/Wdaf-Tv,136,0.8617
LOC,Kansas City,136,0.9948
LOC,Jackson County,136,0.9835
ORG,Project Neighborhood,136,0.9767
LOC,Jackson,136,0.7941
ORG,County,136,0.6233
MISC,Community Backed Anti-Drug,136,0.7012
ORG,Tax,136,0.7955
ORG,Community Foundation,136,0.9964
ORG,Neighborhood Alliance,136,0.9988
ORG,Kansas City Missouri Police Department,136,0.9227
LOC,Kansas City,136,0.9841
LOC,Kansas City,136,0.9943
LOC,Jackson County,136,0.9823
ORG,Project Neighborhood,136,0.98
LOC,Jackson,136,0.8671
ORG,County,136,0.5435
MISC,Community Backed Anti-Drug,136,0.7181
ORG,Tax,136,0.7995
ORG,Community Foundation,136,0.9964
ORG,Neighborhood Alliance,136,0.9988
ORG,Kansas City Missouri Police Department,136,0.962
LOC,Kansas City,136,0.9811
PER,Mary Groves Bland,136,0.9993
ORG,State Legislature,136,0.8964
PER,Mary Groves Bland,136,0.9993
ORG,State Legislature,136,0.8654
ORG,Prairie View A & M,136,0.9466
MISC,Swac,136,0.8605
LOC,Prairie View,136,0.9871
LOC,Texas,136,0.9903
ORG,Prairie View A & M,136,0.9992
ORG,Mississippi Valley State,136,0.9993
ORG,Panthers,136,0.9989
MISC,Swac,136,0.8509
ORG,Prairie View,136,0.9991
ORG,Alcorn State,136,0.9981
LOC,Prairie View,136,0.9947
LOC,Texas,136,0.9989
ORG,Prairie View,136,0.999
MISC,Swac,136,0.6983
ORG,Grambling,136,0.9981
ORG,Panthers,136,0.9988
MISC,Swac,136,0.8461
MISC,Swac,136,0.8974
ORG,Chiefs,137,0.999
ORG,Houston Oilers,137,0.9988
LOC,Astrodome,137,0.9936
ORG,Nbc,137,0.8617
ORG,Wdaf-Tv,137,0.8409
PER,Raul Gaffney,137,0.9998
ORG,Harlem Globetrotters,137,0.997
ORG,West Tennessee State,137,0.9882
PER,Joyce Gaddy,137,0.9996
LOC,Kansas City,137,0.9971
LOC,Kas,137,0.9981
PER,Gaddy,137,0.9995
PER,Jesse,137,0.9998
LOC,Houston,137,0.9976
LOC,Texas,137,0.9997
PER,Raul Gaffney,137,0.9998
ORG,Harlem Globetrotters,137,0.9959
ORG,West Tennessee State,137,0.9941
PER,Joyce Gaddy,137,0.9996
LOC,Kansas City,137,0.9976
LOC,Kas,137,0.998
PER,Gaddy,137,0.9995
PER,Jesse,137,0.9998
LOC,Houston,137,0.9968
LOC,Texas,137,0.9997
LOC,Twelfth And Vine,137,0.8758
LOC,Vine Street Tavern,137,0.8422
LOC,Orchid Room,137,0.7614
PER,Roy Hamilton,137,0.9997
PER,Dinah Washington,137,0.9992
PER,Laverne Baker,137,0.9993
PER,Eula,137,0.9948
PER,Lincoln Taylor,137,0.9937
LOC,Twelfth And Vine,137,0.8409
LOC,Vine Street Tavern,137,0.8182
LOC,Orchid Room,137,0.7209
PER,Roy Hamilton,137,0.9997
PER,Dinah Washington,137,0.9992
PER,Laverne Baker,137,0.9992
PER,Eula,137,0.9946
PER,Lincoln Taylor,137,0.9919
ORG,Drug Court,137,0.9962
ORG,Drug Court,137,0.9959
LOC,Jackson County,137,0.8462
MISC,Com,137,0.548
ORG,Drug Court,137,0.9966
ORG,Drug Court,137,0.9955
LOC,Jackson County,137,0.8055
MISC,Combat,137,0.5013
PER,Jim Nunnelly,138,0.9994
MISC,Super Bowl,138,0.9948
ORG,Monday Niters,138,0.8764
MISC,Super Bowl,138,0.9961
MISC,Super Bowl,138,0.9965
LOC,Joe Robbie Stadium,138,0.9924
LOC,Miami,138,0.9968
MISC,Cst,138,0.9703
ORG,Abc Television Network,138,0.9894
PER,Charles Allen Paul Booker Ike Gardner Jr,138,0.9519
ORG,Lloyd Greenfield,138,0.7692
PER,Jim Nunnelly Harry Sypert,138,0.9985
ORG,Monday,139,0.5985
PER,Jim Nunnelly,139,0.9989
ORG,Kansas City Chiefs,139,0.9981
ORG,Denver Broncos Kshb,139,0.9853
ORG,Kcfx,139,0.8294
ORG,Chiefs,139,0.9991
ORG,Broncos,139,0.9983
ORG,Chiefs,139,0.9988
ORG,Broncos,139,0.997
ORG,Chiefs,139,0.9988
ORG,Broncos,139,0.9978
MISC,Nfl,139,0.9344
ORG,Kansas City,139,0.7464
MISC,Nfl,139,0.9487
ORG,Denver,139,0.8473
ORG,Broncos,139,0.9965
ORG,Chiefs,139,0.9988
ORG,Broncos,139,0.9978
MISC,Nfl,139,0.8747
ORG,Kansas City,139,0.8126
MISC,Nfl,139,0.9241
ORG,Denver,139,0.8232
ORG,Broncos,139,0.9948
ORG,Denver,139,0.5828
PER,Wade Phillips,139,0.999
ORG,University Of Houston,139,0.9974
PER,Phillips,139,0.999
ORG,Oilers,139,0.9982
ORG,Denver,139,0.5862
PER,Wade Phillips,139,0.9992
ORG,University Of Houston,139,0.9975
PER,Phillips,139,0.9989
ORG,Oilers,139,0.9986
ORG,Chiefs,139,0.9987
ORG,Denver,139,0.716
ORG,Chiefs,139,0.9978
LOC,Mile High Stadium,139,0.9933
ORG,Chiefs,139,0.9976
ORG,Denver,139,0.5893
ORG,Chiefs,139,0.9979
LOC,Mile High Stadium,139,0.994
PER,Jim Nunnelly,140,0.9995
ORG,Kansas City Chiefs,140,0.9993
ORG,Houston Oilers,140,0.9994
LOC,Houston,140,0.9952
LOC,Texas,140,0.9977
ORG,Nbc Network,140,0.9439
PER,David Smith,140,0.9998
ORG,University Of California-San Francisco,140,0.9939
PER,Smith,140,0.9994
MISC,Com-Bat Drug Awareness Month,140,0.9212
LOC,Jackson County,140,0.7719
ORG,Sports Illustrated,140,0.9986
ORG,Chiefs,140,0.9991
ORG,Green Bay,140,0.9915
MISC,Super Bowl,140,0.9945
PER,Jerry Rice,140,0.9997
ORG,San Francisco Forty-Niners,140,0.9961
PER,Ike Gardner,140,0.9997
PER,Tracy Simlen,140,0.9998
PER,Mark Collins,140,0.9999
PER,Brian Washington,140,0.9997
PER,James Hasty,140,0.9998
PER,Derrick Thomas,140,0.9999
PER,Anthony Davis,140,0.9998
PER,Kimble Anders,140,0.9995
ORG,Chiefs,140,0.9968
MISC,All-Pro,140,0.9838
LOC,Galveston,140,0.7006
ORG,University Of Houston,140,0.9962
PER,Bushwick,140,0.997
PER,Todd Mcnair,140,0.9996
ORG,Chiefs,140,0.9987
PER,Mcnair,140,0.9991
LOC,Houston,140,0.9724
PER,Willie Davis,140,0.9994
ORG,Chiefs,140,0.9986
ORG,Houston Oiler,140,0.9916
PER,Davis,140,0.9997
PER,Tamarick Vanover,140,0.9997
ORG,Monday,141,0.5057
PER,Jim Nunnelly,141,0.9992
ORG,Kansas City Chiefs,141,0.9983
ORG,Seattle Seahawks,141,0.9719
MISC,Central,141,0.9794
LOC,Kingdome,141,0.989
LOC,Seattle,141,0.9955
LOC,Wash,141,0.997
ORG,Fox Radio,141,0.8668
ORG,Chiefs,141,0.9985
ORG,Seahawks,141,0.9942
LOC,Kansas,141,0.6048
ORG,City,141,0.694
LOC,Seattle,141,0.5134
ORG,Chiefs,141,0.9969
ORG,Seahawks,141,0.9841
LOC,Kansas,141,0.6737
ORG,City,141,0.62
LOC,Seattle,141,0.7212
ORG,Seattle Seahawks,141,0.9906
LOC,San Diego,141,0.9848
ORG,Denver,141,0.553
ORG,Seattle Seahawks,141,0.9884
LOC,San Diego,141,0.98
LOC,Denver,141,0.564
PER,Derrick Thomas,141,0.9998
PER,Neil Smith,141,0.9999
LOC,San Diego,141,0.733
PER,Leslie O'Neal,141,0.9999
PER,Chris Mims,141,0.9999
PER,Thomas,141,0.9997
MISC,Nfl,141,0.991
PER,Derrick Thomas,141,0.9998
PER,Neil Smith,141,0.9999
LOC,San Diego,141,0.7263
PER,Leslie O'Neal,141,0.9999
PER,Chris Mims,141,0.9999
PER,Thomas,141,0.9997
MISC,Nfl,141,0.987
ORG,Combat,141,0.8854
ORG,Combat,141,0.866
PER,Derrick Thomas,141,0.9999
MISC,Nfl,141,0.9874
LOC,Seattle,141,0.847
LOC,Arrowhead,141,0.9916
ORG,Seahawks,141,0.9857
PER,Thomas,141,0.9998
MISC,Nfl,141,0.9731
PER,Derrick Thomas,141,0.9998
MISC,Nfl,141,0.993
PER,Clyde Mcqueen,141,0.9994
PER,Clyde,141,0.9996
ORG,Full Employment Council,141,0.9997
ORG,Job Training And Employment,141,0.9983
LOC,Austin,141,0.9952
LOC,Texas,141,0.9994
PER,Charles Hazley,141,0.9998
PER,Don Maxwell,141,0.9998
ORG,Full Employment Council,141,0.9997
PER,Bill Clinton,141,0.9995
ORG,Full Employment Council,141,0.9997
ORG,Combat,141,0.9964
PER,Mcqueen,141,0.9982
MISC,African American,141,0.9993
PER,Dwayne Crompton,141,0.9996
PER,Stacey Daniels,141,0.9996
PER,Jim Nunnelly,141,0.9997
PER,Jim Nunnelly,142,0.9995
ORG,Green Bay Packers,142,0.9982
ORG,New England Patriots,142,0.9871
LOC,New Orleans,142,0.9964
LOC,Louisiana,142,0.9995
ORG,Wdaf,142,0.958
MISC,Kansas Citians,142,0.9493
MISC,New Englanders,142,0.7844
ORG,Patriot,142,0.7913
MISC,Super Bowl,142,0.9916
PER,Dana F. Stephenson,142,0.9971
ORG,State Street Bank And Trust Company,142,0.9994
LOC,New England,142,0.9978
ORG,Patriots,142,0.9908
PER,Big Tuna,142,0.9712
PER,Bill Parcells,142,0.9995
MISC,Super Bowl,142,0.9928
PER,Eva Johnson,142,0.9996
ORG,Boston Bank,142,0.998
LOC,New England,142,0.9982
ORG,New England Patriots,142,0.9949
PER,Christie Taylor,142,0.9997
LOC,New England,142,0.9987
MISC,New Englanders,142,0.6895
MISC,Super Bowl,142,0.9909
ORG,Patriots,142,0.9944
PER,Christie,142,0.9998
PER,Lincoln,142,0.9996
PER,Eula Taylor,142,0.9994
LOC,Kansas,142,0.9973
ORG,Green Bay,142,0.5567
PER,Tami Willams,142,0.9996
PER,George Hoode,142,0.9996
PER,Renee’ Michelle Garder,142,0.9989
PER,Krystal Whitmore,142,0.9994
PER,Alfreda Soullark,142,0.9992
PER,Rhonda Ruth Inverson,142,0.9995
PER,Toni Thomas,142,0.9994
PER,Dwayne Crompton,142,0.9997
PER,Bill Threatt,142,0.9997
PER,Lance Livingston,142,0.9998
PER,A-Jay Adair,142,0.9994
PER,Shelly Wilke,142,0.9998
PER,Barbara Hill,142,0.9996
LOC,Kansas,142,0.9974
LOC,New England,142,0.9974
PER,Paul Gibson,142,0.9998
PER,Patra Walker,142,0.9997
PER,Brian Wimes,142,0.9997
PER,Jim Nunnelly,143,0.9992
ORG,Oakland Raiders,143,0.9992
ORG,Kansas City Chiefs,143,0.9737
LOC,Arrowhead Stadium,143,0.9795
ORG,Fox Radio,143,0.8624
ORG,Oakland,143,0.9858
ORG,Chiefs,143,0.9964
LOC,Kansas,143,0.6739
ORG,City,143,0.538
ORG,Oakland,143,0.9359
ORG,Chiefs,143,0.9942
LOC,Kansas City,143,0.6644
PER,Chris Penn,143,0.9999
PER,Tamarick Vanover,143,0.9996
ORG,Chiefs,143,0.9965
PER,Chris Penn,143,0.9999
PER,Tamarick Vanover,143,0.9996
ORG,Chiefs,143,0.9962
ORG,Combat,143,0.9331
ORG,Combat,143,0.9355
ORG,Raiders,143,0.9992
ORG,Baltimore Ravens,143,0.998
PER,Tim Brown,143,0.9999
ORG,Chiefs,143,0.9963
PER,Harvey Williams,143,0.9998
ORG,Oakland,143,0.9733
ORG,Raiders,143,0.9989
ORG,Baltimore Ravens,143,0.9966
PER,Tim Brown,143,0.9999
ORG,Chiefs,143,0.9955
PER,Harvey Williams,143,0.9998
ORG,Oakland,143,0.9521
PER,Marcus Allen,143,0.9999
ORG,Oakland Raiders,143,0.9988
PER,Allen,143,0.9998
LOC,Oakland,143,0.7494
ORG,Los Angeles Raiders,143,0.9935
PER,Albert Lewis,143,0.9999
PER,Harvey Williams,143,0.9998
ORG,Kansas City Chiefs,143,0.9622
PER,Art Shell,143,0.9998
ORG,Chiefs,143,0.9983
ORG,Oakland,143,0.9391
PER,Marcus Allen,143,0.9999
ORG,Oakland Raiders,143,0.9988
PER,Allen,143,0.9999
LOC,Oakland,143,0.6291
ORG,Los Angeles Raiders,143,0.9932
PER,Albert Lewis,143,0.9999
PER,Harvey Williams,143,0.9998
PER,Ngton,143,0.9848
PER,William White,143,0.9996
PER,Jim Nunnelly,144,0.9993
ORG,Kansas City Chiefs,144,0.9987
ORG,Minnesota Vikings,144,0.9954
MISC,Central,144,0.9696
LOC,Metrodome,144,0.9948
LOC,Minneapolis,144,0.9974
LOC,Minn,144,0.9982
ORG,Fox Radio,144,0.9721
ORG,Conversation And Commentary Chiefs,144,0.6978
PER,Tamarick Vanover,144,0.9996
ORG,Denver Broncos,144,0.994
PER,Vanover,144,0.9994
PER,Paul Palmer,144,0.9998
ORG,Combat,144,0.903
ORG,Vikings,144,0.9974
ORG,Vikings,144,0.9978
ORG,Vikings,144,0.9956
MISC,Super Bowl Iv,144,0.9979
ORG,Chiefs,144,0.9983
ORG,Vikings,144,0.9973
PER,Dennis Green,144,0.9996
ORG,Vikings,144,0.997
PER,Green,144,0.9996
MISC,Nfl,144,0.9764
PER,Dennis Green,144,0.9997
MISC,African American,144,0.9976
MISC,Nfl,144,0.9636
PER,Green,144,0.9995
MISC,Nfc Central,144,0.9878
LOC,Minnesota,144,0.5345
ORG,49Ers,144,0.9986
MISC,Pro Bowl,144,0.9916
PER,Jerry Rice,144,0.9998
PER,John Taylor,144,0.9995
ORG,Chiefs,144,0.998
PER,Dale Carter,144,0.9997
ORG,Vikings,144,0.9972
PER,Jake Reed,144,0.9998
ORG,Chiefs,144,0.9983
PER,Rich Gannon,144,0.9997
ORG,Minnesota,144,0.5324
PER,Gannon,144,0.9996
ORG,Vikings,144,0.9977
PER,Greg Hill,144,0.9998
LOC,Denver,144,0.745
ORG,Chiefs,144,0.9991
MISC,Afc West,144,0.9942
PER,Jim Nunnelly,145,0.9993
ORG,Pittsburgh Steelers,145,0.9988
ORG,Kansas City Chiefs,145,0.9776
LOC,Arrowhead Stadium,145,0.9816
ORG,Fox,145,0.9498
ORG,Wdaf,145,0.9745
PER,Kordell Stewart,145,0.9998
PER,Stewart,145,0.9997
ORG,Steelers,145,0.9983
MISC,Nfl,145,0.9063
ORG,Chiefs,145,0.9971
PER,Elvis Grbac,145,0.9998
ORG,Chiefs,145,0.9977
PER,Andre Rison,145,0.9998
PER,Brett Perriman,145,0.9998
PER,Greg Hill,145,0.9999
ORG,Chiefs,145,0.9979
PER,Marcus Allen,145,0.9999
PER,Tony Gonzales,145,0.9999
MISC,Pro Bow,145,0.7475
PER,Kimble Anders,145,0.9997
PER,Donnell Bennett,145,0.9997
PER,Tony Richardson,145,0.9999
PER,Derrick Thomas,145,0.9994
MISC,Pro Bowler,145,0.925
PER,Tracy Simien,145,0.9998
PER,Anthony Davis,145,0.9998
PER,Terry Wooden,145,0.9992
ORG,Seattle,145,0.585
PER,Donnie Edwards,145,0.9998
PER,Troy Dumas,145,0.9996
PER,Dale Carter,145,0.9998
PER,Willie Beamon,145,0.9998
ORG,New York Giants,145,0.9865
ORG,Chiefs,145,0.9984
ORG,Monday,146,0.5751
PER,Jim Nunnelly,146,0.9995
ORG,Kansas City Chiefs,146,0.9988
ORG,San Diego Chargers,146,0.9975
LOC,Arrowhead Stadium,146,0.9887
ORG,Tnt,146,0.8994
ORG,Kcfx,146,0.8676
ORG,Kansas City Chiefs,146,0.9964
ORG,Denver Broncos,146,0.9987
ORG,Raiders,146,0.999
ORG,Bills,146,0.9986
ORG,Car-Olinas,146,0.9879
ORG,Seattle,146,0.8581
ORG,Miami,146,0.8554
ORG,Chiefs,146,0.9978
ORG,Chiefs,146,0.9982
PER,Charles Allen,146,0.9998
ORG,Chiefs,146,0.9977
PER,Paul Booker,146,0.9998
ORG,Chiefs,146,0.997
PER,Carl Clark,146,0.9998
PER,Paul Hackett,146,0.9995
PER,Ike Gardner,146,0.9999
ORG,Chiefs,146,0.9975
PER,Lloyd Greenfield,146,0.9998
ORG,Chiefs,146,0.9976
PER,Walt Livingston,146,0.9998
ORG,Chiefs,146,0.9983
PER,Jim Nunnelly,146,0.9997
PER,Greg Hill,146,0.9996
PER,Harry,146,0.9999
PER,Hate,146,0.8758
ORG,Chiefs,146,0.5698
PER,Sypert,146,0.9998
PER,Ed West,146,0.9998
PER,Charles Allen,146,0.9998
PER,Carl Clark,146,0.9998
PER,Walt Livingston,146,0.9998
PER,Jim Nunnelly,146,0.9997
ORG,Chiefs,146,0.998
PER,Paul Booker,146,0.9998
PER,Ol' Ike Gardner,146,0.8793
PER,Lloyd Greenfield,146,0.9998
PER,Ollie Hubbard,146,0.9998
PER,Harry Sypert,146,0.9998
PER,Ed West,146,0.9998
ORG,Chiefs,146,0.9984
PER,Jim Nunnelly,147,0.9993
MISC,Combat,147,0.6257
ORG,New York Times,147,0.9989
ORG,Cbs,147,0.9975
ORG,Eye On America,147,0.9901
LOC,Jackson,147,0.5114
ORG,County,147,0.627
ORG,Cbs,147,0.9984
ORG,Combat,147,0.8857
ORG,Drug Court,147,0.8489
ORG,New York Times,147,0.9986
ORG,Combat,147,0.5439
ORG,Times,147,0.9968
ORG,Chiefs,147,0.9974
ORG,Chiefs,147,0.9987
PER,Andre Rison,147,0.9997
ORG,Chiefs,147,0.9988
PER,Steve Perriman,147,0.9999
PER,Tamarick Vanover,147,0.9998
PER,Sean Lachapelle,147,0.9998
PER,Amanda Scullark,147,0.9997
ORG,Center High School,147,0.8794
LOC,Mis-Souri,147,0.8278
LOC,Jefferson City,147,0.9965
PER,Muna Lee,147,0.999
ORG,Central High School,147,0.8334
PER,Amanda,147,0.9996
PER,Larry,147,0.9998
PER,Alfreda Scullark,147,0.9995
PER,Muna,147,0.9989
PER,Doris,147,0.9997
PER,Keith Lee,147,0.9995
ORG,Amanda Scullark Project Neighborhood,147,0.7374
PER,Wade Nobles,147,0.9998
MISC,African American,147,0.999
PER,Al Brooks,147,0.9998
PER,Ida Love,147,0.9995
PER,Phyllis Chase,147,0.9997
PER,Pat Glorioso,147,0.9993
PER,Keith Brown,147,0.9998
PER,Nobles,147,0.9997
MISC,Africanity,147,0.8468
ORG,Combat,147,0.9887
ORG,Pro-Ject Neighborhood,147,0.9671
ORG,Mayor'S Office,147,0.9121
ORG,Jackson County Prosecutor,147,0.891
PER,Jim Nunnelly,148,0.9993
ORG,Kansas City Chiefs,148,0.9989
ORG,Buffalo Bills,148,0.9948
LOC,Buffalo,148,0.9923
ORG,Kcfx,148,0.9039
ORG,Fox,148,0.9676
ORG,Chiefs,148,0.9988
LOC,Buffalo,148,0.8608
ORG,Buffalo,148,0.9071
ORG,Chiefs,148,0.9976
LOC,Arrowhead,148,0.993
ORG,Indianapolis,148,0.9602
ORG,Cincinnati,148,0.9313
ORG,Jacksonville,148,0.8943
ORG,Atlanta,148,0.8035
ORG,Jacksonville,148,0.73
LOC,Arrowhead,148,0.9945
ORG,Chiefs,148,0.9978
LOC,Arrowhead,148,0.9939
ORG,Indianapolis,148,0.7714
ORG,Buffalo,148,0.7505
ORG,Indianapolis,148,0.7438
ORG,Jacksonville,148,0.746
ORG,Buffalo,148,0.9325
ORG,Chiefs,148,0.9983
LOC,Pittsburgh,148,0.6771
LOC,New England,148,0.8519
LOC,Indianapolis,148,0.9179
PER,Marty,148,0.9916
ORG,Chiefs,148,0.9988
ORG,Combat,148,0.8248
PER,Jim Nunnelly,149,0.9993
ORG,Kansas City Chiefs,149,0.9986
ORG,St. Louis Rams,149,0.9598
LOC,Trans World Dome,149,0.9896
LOC,Louis,149,0.9896
LOC,Mo,149,0.9825
ORG,Kshb,149,0.974
ORG,Kcfx,149,0.9366
ORG,St. Louis Rams,149,0.9705
ORG,Rams,149,0.9978
LOC,Trans World Dome,149,0.9863
ORG,Rams,149,0.998
ORG,Chiefs,149,0.9992
MISC,African American,149,0.9986
MISC,National Football League,149,0.9938
PER,Banks,149,0.9978
ORG,Louis,149,0.8252
PER,Stewart,149,0.999
ORG,Pittsburgh,149,0.8572
PER,Blake,149,0.9982
ORG,Cincinnati,149,0.8759
PER,Moon,149,0.9987
LOC,Seattle,149,0.6412
PER,Peete,149,0.9995
ORG,Philadelphia,149,0.4609
LOC,Jackson County,149,0.9648
PER,Diana,149,0.9763
MISC,British,149,0.9999
PER,Elton John,149,0.998
PER,Bing Crosby,149,0.9951
MISC,White Christmas,149,0.9207
PER,Herschel Walker,149,0.9993
ORG,University Of Georgia,149,0.9943
ORG,Dallas,149,0.8931
PER,Herschel,149,0.9995
PER,Walker,149,0.9996
ORG,Cowboy,149,0.9975
ORG,Monday,150,0.4472
PER,Jim Nunnelly,150,0.999
ORG,Chiefs,150,0.9981
ORG,Chiefs,150,0.9955
MISC,Super Bowl,150,0.9962
LOC,Denver,150,0.817
PER,Ike Gardner,150,0.9993
PER,Harry Sypert,150,0.9997
ORG,Chiefs,150,0.998
PER,Sypert,150,0.9992
PER,Marty,150,0.9993
PER,Ike,150,0.999
LOC,Indianapolis,150,0.983
PER,Steve Bono,150,0.9995
LOC,Denver,150,0.8075
PER,Danan Hughes,150,0.9998
PER,Elway,150,0.9993
PER,Grbac,150,0.9995
PER,Carl Peterson,150,0.9995
MISC,Super Bowl,150,0.9976
LOC,San Diego,150,0.9978
ORG,Pittsburgh,150,0.9284
ORG,San Francisco,150,0.8813
ORG,Green Bay,150,0.9087
ORG,Denver Broncos,150,0.9949
LOC,Pittsburgh,150,0.5161
MISC,Nfl,150,0.9568
MISC,Super Bowl Championships,150,0.9955
ORG,Dallas Cowboys,150,0.998
PER,Kordell Stewart,150,0.9997
LOC,San Francisco,150,0.9467
PER,Joe Montana,150,0.9998
PER,Steve Young,150,0.9997
PER,Gene Washington,150,0.9994
PER,Jerry Rice,150,0.9998
PER,Roger Craig,150,0.9998
PER,Nce,150,0.9886
ORG,Monday Niters,150,0.8676
PER,Donna Stewart,150,0.9996
ORG,Denver,150,0.9227
ORG,Pittsburgh,150,0.9313
ORG,Denver,150,0.847
ORG,Green Bay,150,0.9447
MISC,Super Bowl,150,0.9911
ORG,Monday Nite,151,0.6542
ORG,Ers,151,0.4091
PER,Jim,151,0.9994
PER,Grand Dad,151,0.9586
PER,Nunnelly,151,0.9994
PER,Jim Nunnelly,151,0.9995
PER,Jim Nunnelly,151,0.9961
MISC,Nfl,151,0.9185
ORG,Chiefs,151,0.9932
MISC,Ike-Led,151,0.9502
ORG,Chiefs,151,0.6152
MISC,Ike-Like,151,0.8241
ORG,Chiefs,151,0.9928
ORG,Chicago Bears,151,0.9979
ORG,Chiefs,151,0.9958
ORG,Chiefs,151,0.9834
ORG,Chiefs,151,0.9947
MISC,Afc,151,0.9556
ORG,New England,151,0.9806
ORG,Chiefs,151,0.9899
LOC,Cincinnati,151,0.6252
LOC,Denver,151,0.7314
LOC,Minnesota,151,0.8173
ORG,Chiefs,151,0.9952
ORG,Chiefs,151,0.9963
LOC,Arrowhead,151,0.9932
ORG,Indianapolis,151,0.8764
ORG,Tennessee,151,0.7517
ORG,Baltimore,151,0.8007
PER,Priest Holmes,151,0.9985
MISC,Nfl,151,0.9919
ORG,Chiefs,151,0.9541
MISC,Pro Bowl,151,0.9973
LOC,Honolulu,151,0.7772
PER,Shields,151,0.9993
PER,Woods,151,0.9993
PER,Gonzalez,151,0.9994
ORG,Chiefs,151,0.9931
PER,Green,151,0.9991
PER,Hall,151,0.9994
PER,Holmes,151,0.9993
PER,Richardson,151,0.9996
PER,Roaf,151,0.9988
ORG,Chiefs,151,0.97
MISC,Nfl,151,0.9842
ORG,St. Louis,151,0.7403
MISC,Nfc,151,0.9441
MISC,I-70 Super Bowl,151,0.9981
ORG,Chiefs,151,0.9939
ORG,Chiefs,151,0.99
PER,Jason Whitlock,151,0.9997
PER,Jim “Grand Dad,152,0.8305
PER,Nunnelly,152,0.9869
ORG,Oakland Raiders,152,0.9989
ORG,Kansas City Chiefs,152,0.9912
LOC,Arrowhead Stadium,152,0.9688
ORG,Kcfx,152,0.9622
PER,Ike Gardner,152,0.9998
ORG,Chiefs-Seattle,152,0.9805
ORG,Chiefs,152,0.9965
PER,Ike,152,0.9985
ORG,Chiefs,152,0.9941
ORG,Chiefs,152,0.9967
LOC,Seattle,152,0.9966
ORG,Chiefs,152,0.9972
PER,Ike,152,0.9989
ORG,Chiefs,152,0.998
ORG,Chiefs,152,0.9975
LOC,Arrowhead,152,0.9899
ORG,Seattle,152,0.9428
ORG,New England,152,0.9414
ORG,Detroit,152,0.9815
LOC,Arrowhead,152,0.9921
ORG,Chiefs,152,0.9924
PER,Ike,152,0.9988
PER,Paul Booker,152,0.9999
PER,Ollie Hubbard,152,0.9998
ORG,Chiefs,152,0.9979
ORG,Chiefs,152,0.998
MISC,Afc West Division,152,0.9956
ORG,Indianapolis,152,0.9889
LOC,Arrowhead,152,0.9919
ORG,Chiefs,152,0.9807
ORG,Chiefs,152,0.9964
ORG,Seattle,152,0.8916
PER,Charles Allen,152,0.9998
PER,Carl Clark,152,0.9999
PER,Lloyd Greenfield,152,0.9998
PER,Ike,152,0.9992
PER,Paul,152,0.9998
PER,Ed West,152,0.9998
ORG,Oakland,152,0.9881
ORG,Chiefs,152,0.9986
MISC,Nite,153,0.5357
